unit_name,registration_no,udyam_no,nature_of_industry,enterprise_type,product_activity,district,taluk,address,contact_person,phone,registration_date,commencement_date,gstin,pan,iec_code,has_iec,paid_up_capital,authorized_capital,employee_count,annual_turnover,export_turnover,import_turnover,bank_name,ad_code,years_in_business,mca_status,is_shell,related_party_txn_pct,turnover_capital_ratio,primary_port,hs_code_primary
Kala Sachar and Datta,TN/MSME/af/476238,UDYAM-TN-07-23-0962532,Manufacturing,Small,Plastic Goods,Tirunelveli,Tirunelveli Taluk,"10/32, Batra, Farrukhabad-729517",Dakshesh Sachdeva,+916863063867,2012-03-13,2012-06-11,33HMCPF4850X6ZU,HMCPF4850X,,False,36586481,90404082,18,19681669.0,0,5116993,Union Bank of India,523267,14,active,False,0.11194379423086158,0.5379492222824054,INMAA4,8517
Chaudhuri Ltd,TN/MSME/IC/478385,UDYAM-TN-14-21-0582216,Handloom,Micro,General Products,Perambalur,Perambalur Taluk,"60/587, Thaker Nagar, Raurkela Industrial Township-546876",Raghav Sankar,5648685237,2022-05-07,2022-10-03,33EMJPJ1909L6ZX,EMJPJ1909L,,False,1375028,1521967,8,1723187.0,0,5560,Union Bank of India,451110,3,dormant,False,0.07431148104701744,1.2532013893535259,INMAA4,0803
Khatri-Prakash,TN/MSME/IR/485447,UDYAM-TN-06-23-0396851,Engineering,Small,Machine Parts,Chennai,Sholinganallur,"75, Bhasin Road, Khammam 705180",Sarthak Nadkarni,6650685715,2014-02-22,2014-06-09,33MNQFJ1500N6ZH,MNQFJ1500N,,False,25141452,40447882,15,54053578.0,0,13045929,Bank of Baroda,210379,12,active,False,0.04378067258032316,2.1499783703821085,INNSA1,7108
Anne Samra and Saran,TN/MSME/br/757342,UDYAM-TN-18-21-0438222,Handicraft,Micro,General Products,Sivaganga,Sivaganga Taluk,"H.No. 93, Shan Street, Mumbai-600418",Lajita Kale,1460903799,2023-03-14,2023-07-13,33FRWCM8933Z4ZQ,FRWCM8933Z,,False,1330406,1373106,1,1944074.0,0,113352,Bank of Baroda,709126,3,dormant,False,0.0819825624943539,1.461263704463149,INMAA4,7204
Hayer-Nigam,TN/MSME/wA/765954,UDYAM-TN-25-20-0951923,Leather,Micro,Leather Goods,Dindigul,Dindigul Taluk,"50/062, Kota Circle, Sangli-Miraj & Kupwad 878866",Oscar Chandra,+911792413723,2020-12-05,2020-12-31,33NTNPB2204H4Z7,NTNPB2204H,,False,310466,573006,6,236961.0,0,17141,City Union Bank,961570,5,active,False,0.008478480427649714,0.7632429960124458,INMAA4,8471
Jhaveri-Wadhwa,TN/MSME/of/743957,UDYAM-TN-32-21-0984128,Manufacturing,Micro,Rubber Products,Tirunelveli,Tirunelveli Taluk,"950, Bhatia Marg, Bidar-633292",Falan Sha,01840113902,2013-05-15,2013-05-20,33CFZCW3865B6ZL,CFZCW3865B,,False,394252,541825,7,967535.0,0,110760,ICICI Bank,812687,12,active,False,0.06286462286314894,2.4541029595284236,INMAA4,5201
Bhatia Saini and Kulkarni,TN/MSME/JK/188138,UDYAM-TN-25-23-0228718,Chemical,Small,Dyes,Tiruppur,Tiruppur South,"977, Master Nagar, Gandhinagar 114343",Oliver Ravel,08768638153,2011-05-14,2011-06-29,33ZBCPM4434L2ZI,ZBCPM4434L,,False,27349724,46545724,19,32225481.0,0,5697658,Axis Bank,304050,14,active,False,0.04926538107484273,1.1782744498628213,INITP6,5201
Bir Datta and Agate,TN/MSME/wc/411882,UDYAM-TN-08-21-0707885,Service,Small,General Products,Dharmapuri,Dharmapuri Taluk,"38/993, Sankar Street, Ranchi-512093",Aryan Ghose,+911011931290,2011-06-28,2011-09-27,33GAEFW6692X2ZY,GAEFW6692X,,False,23017784,36436676,39,34738570.0,0,5074308,Punjab National Bank,635437,14,active,False,0.07813596102569283,1.5092056646287062,INMAA4,7204
Loke-Dixit,TN/MSME/Vk/763066,UDYAM-TN-12-23-0055886,Leather,Micro,Finished Leather,Tiruppur,Udumalaipettai,"H.No. 25, Seth Chowk, Secunderabad-221824",Sai Dey,00710634057,2019-05-01,2019-09-29,33GXZAJ1630X4ZD,GXZAJ1630X,,False,2108774,3540836,5,2427262.0,0,263819,Punjab National Bank,709311,6,active,False,0.10895135382253103,1.1510299349290156,INITP6,5201
Gokhale PLC,TN/MSME/bM/865683,UDYAM-TN-02-21-0329407,Trading,Small,General Merchandise,Krishnagiri,Krishnagiri Taluk,"H.No. 91, Sandal Path, Satara-831858",Harinakshi Chandra,3942977040,2020-09-08,2021-02-14,33VEMAB4982D4ZY,VEMAB4982D,77819777745,True,19448001,47150920,11,21355544.0,5634478,3903651,ICICI Bank,839911,5,active,False,0.13560887241952466,1.0980842709746879,INMAA4,3004
Bala Inc,TN/MSME/SI/741032,UDYAM-TN-16-20-0800142,Chemical,Micro,Pharma Intermediates,Ranipet,Ranipet Taluk,"518, Chhabra Ganj, Coimbatore 111628",Garima Shere,+919403075246,2013-09-22,2014-01-26,33AERFT2869M6Z4,AERFT2869M,,False,2070030,5120499,5,5036370.0,0,1175045,Union Bank of India,644214,12,active,False,0.06048828495438707,2.432993724728627,INMAA4,0901
Kuruvilla-Gole,TN/MSME/ja/622087,UDYAM-TN-26-22-0848467,Handicraft,Micro,General Products,Virudhunagar,Virudhunagar Taluk,"91/27, Pandit Street, Hyderabad 637153",Yadavi Chauhan,2360872037,2022-02-18,2022-05-18,33TKUCD2917E4Z7,TKUCD2917E,,False,1074892,2405163,1,2176768.0,0,370282,Union Bank of India,558984,4,active,False,0.11665981372386425,2.0251039174168195,INMAA4,8517
Jayaraman-Gour,TN/MSME/lg/528143,UDYAM-TN-35-20-0961674,Agro-based Industry,Small,General Products,Sivaganga,Sivaganga Taluk,"02/882, Palan Nagar, Jorhat-417289",Banjeet Doshi,6539924249,2025-01-04,2025-02-02,33HDQFM1968W2Z7,HDQFM1968W,,False,40292080,41716459,27,112605073.0,0,22772464,Canara Bank,111168,1,active,False,0.002816899890471719,2.7947197811579843,INMAA4,8517
Bali-Mody,TN/MSME/RM/900890,UDYAM-TN-30-22-0538999,Manufacturing,Small,Rubber Products,Sivaganga,Sivaganga Taluk,"223, Ganesan Street, Haldia-500232",Leena Chahal,+919116132588,2013-12-10,2014-02-09,33QPAAC6817K2ZT,QPAAC6817K,53723439262,True,29302397,49616410,28,80020584.0,10950761,12417664,Indian Overseas Bank,452041,12,struck_off,False,0.013979369012624542,2.730854544083885,INMAA4,2601
Palan-Cheema,TN/MSME/lM/361531,UDYAM-TN-12-22-0055627,Chemical,Small,Pigments,Tirunelveli,Tirunelveli Taluk,"07/228, Doctor Street, Sagar-629993",Rohan Setty,5641154594,2014-12-21,2015-02-10,33VLVCJ9052K6ZZ,VLVCJ9052K,,False,17680037,37075682,16,27146331.0,0,2291220,City Union Bank,995950,11,active,False,0.011671977342629597,1.535422748266873,INMAA4,2709
Ray-Agate,TN/MSME/jM/950621,UDYAM-TN-12-23-0272954,Export Oriented Unit,Small,Leather Goods,Madurai,Thirumangalam,"H.No. 33, Sharaf Marg, Ichalkaranji-439967",Priya Dutt,+916779460534,2024-03-21,2024-09-11,33FQLCW8340V1ZO,FQLCW8340V,59591869054,True,27236453,30346560,45,32714149.0,30835960,5908105,HDFC Bank,068502,2,active,False,0.07695190454012034,1.201116349474728,INMAA4,8471
Taneja Inc,TN/MSME/mV/676068,UDYAM-TN-33-22-0746173,Agro-based Industry,Small,General Products,Tiruppur,Tiruppur North,"54/60, Kala Zila, Dehradun-644587",Laban Keer,5885948943,2012-06-26,2012-12-01,33WQVFK6948R6ZA,WQVFK6948R,,False,16728435,28136061,43,11904690.0,0,1189609,Bank of Baroda,457388,13,active,False,0.11084583338130043,0.7116439762595843,INITP6,2709
Gera Inc,TN/MSME/oF/625908,UDYAM-TN-02-23-0113928,Handloom,Small,General Products,Coimbatore,Mettupalayam,"518, Vaidya Marg, Bidar-033757",Zehaan Taneja,9153522060,2017-06-01,2017-08-21,33ASNFE6039Y4Z0,ASNFE6039Y,,False,36255134,41460176,15,30013806.0,0,8525065,Union Bank of India,378027,8,active,False,0.11569497874960624,0.8278498156978265,INICJ4,5201
Parekh-Som,TN/MSME/sX/226919,UDYAM-TN-11-21-0112687,Service,Micro,General Products,Erode,Erode Taluk,"H.No. 21, Tiwari Road, Srinagar 207965",Krish Choudhry,4872512663,2015-06-26,2015-11-30,33DNJCH9528Y2Z9,DNJCH9528Y,68151802474,True,104441,254183,6,118586.0,12458,19929,Axis Bank,092265,10,active,False,0.13207737414386742,1.1354353175477063,INMAA4,7108
Nori Grover and Gera,TN/MSME/Ec/290122,UDYAM-TN-24-23-0835357,Manufacturing,Small,Plastic Goods,Erode,Erode Taluk,"58/442, Pai Marg, Raiganj 399890",Watika Sant,+910599958113,2019-10-15,2020-01-06,33YTECM1867L4ZY,YTECM1867L,,False,45048277,68367521,43,56483032.0,0,15659007,HDFC Bank,059032,6,active,False,0.032946028002688144,1.2538333486095372,INMAA4,2601
Parekh Patil and Sandhu,TN/MSME/ww/730219,UDYAM-TN-34-21-0012706,Leather,Micro,Leather Garments,Vellore,Vellore Taluk,"H.No. 708, Nanda Road, Tadepalligudem 264406",Maya Lata,3714491367,2018-06-14,2018-11-23,33CONFY4497Q1ZV,CONFY4497Q,,False,223666,452516,9,247290.0,0,5281,HDFC Bank,302267,7,active,False,0.06482471691104377,1.105621775325709,INMAA4,7108
Iyengar Radhakrishnan and Srinivasan,TN/MSME/Gs/735501,UDYAM-TN-29-22-0056052,Engineering,Small,Machine Parts,Dharmapuri,Dharmapuri Taluk,"002, Gill, Mau-006453",Nidhi Comar,+916496791745,2017-08-26,2017-12-06,33WEIFX3489O1Z8,WEIFX3489O,,False,22118125,48483014,43,35790006.0,0,5928613,ICICI Bank,879264,8,active,False,0.019823635780687982,1.6181301986492977,INMAA4,5201
Hari Ltd,TN/MSME/sE/744711,UDYAM-TN-31-21-0666319,Manufacturing,Micro,Rubber Products,Thanjavur,Thanjavur Taluk,"88/053, Kurian Nagar, Tinsukia 462616",Abha Kade,06642933746,2012-01-27,2012-01-28,33ZFAAM8929G2ZC,ZFAAM8929G,26589116587,True,297114,333082,5,761127.0,253996,123626,State Bank of India,049294,14,active,False,0.10089861899660857,2.561733879924877,INMAA4,6110
Majumdar Pradhan and Bobal,TN/MSME/ja/211494,UDYAM-TN-32-21-0363403,Manufacturing,Small,Plastic Goods,Madurai,Madurai South,"635, Contractor Ganj, Udaipur 508307",Azad Edwin,8876979245,2018-09-18,2019-02-07,33PZBCM6698C6Z0,PZBCM6698C,,False,35269073,44947820,28,60258619.0,0,6176233,State Bank of India,923411,7,active,False,0.14829715009891198,1.7085399154097416,INMAA4,0803
Bali Sachdeva and Master,TN/MSME/Gp/719624,UDYAM-TN-25-22-0221035,Export Oriented Unit,Medium,Garments,Chennai,Perambur,"91/701, Dar, Bharatpur 854984",Osha Bora,+910198942387,2021-05-25,2021-06-30,33QBKPU8201S1ZD,QBKPU8201S,16177338242,True,101747671,105441249,177,125965181.0,111172896,11214602,Union Bank of India,088158,4,active,False,0.09951630596273521,1.2380153743273397,INNSA1,6110
Sant PLC,TN/MSME/RE/211164,UDYAM-TN-11-20-0268055,Service,Micro,General Products,Sivaganga,Sivaganga Taluk,"90/43, Bera Nagar, Thanjavur 805483",Ayush Balan,06535030568,2020-09-20,2020-10-08,33VGHAD0034U2Z5,VGHAD0034U,,False,1361216,1610826,9,2489780.0,0,88047,Axis Bank,409758,5,active,False,0.024141162789969566,1.8290851709060134,INMAA4,8703
Bera Anand and Doctor,TN/MSME/Hy/733210,UDYAM-TN-38-20-0929458,Handloom,Micro,General Products,Chennai,Perambur,"H.No. 86, Chadha Circle, Visakhapatnam 250191",Matthew Kaur,06252111893,2020-08-18,2020-12-25,33SRLPX3348N4Z8,SRLPX3348N,,False,2335830,3125131,8,5584652.0,0,1225557,HDFC Bank,439770,5,active,False,0.0691752208814221,2.390864061168835,INNSA1,0803
Dhar Sandhu and Maharaj,TN/MSME/If/345150,UDYAM-TN-02-22-0641592,Chemical,Small,Dyes,Thanjavur,Thanjavur Taluk,"01/35, Chada Circle, Jalna-264715",Kiaan Narayanan,08472850188,2012-05-05,2012-10-04,33TYNCR7417R1ZS,TYNCR7417R,,False,3891123,8664521,24,3828831.0,0,199976,Bank of Baroda,805920,13,active,False,0.12729869823784853,0.983991253938773,INMAA4,6204
Butala-Kade,TN/MSME/Ez/428436,UDYAM-TN-13-20-0201808,Engineering,Micro,Forgings,Chennai,Alandur,"25, Arya Street, Jammu-003953",Lipika Jain,+911176296141,2017-04-14,2017-04-18,33JVUAN8704Q2ZV,JVUAN8704Q,67179505331,True,1198451,1493007,8,3157239.0,449335,449622,Federal Bank,796730,9,struck_off,False,0.14727694025817112,2.634433114078089,INNSA1,8517
Bawa Sarma and Baria,TN/MSME/Rj/577817,UDYAM-TN-31-21-0097262,Food Processing,Small,Rice Mill,Vellore,Vellore Taluk,"43/351, Mane Road, Srikakulam-605535",Shivani Krishnan,+913457684542,2023-12-22,2024-06-05,33NRSPW0130J2ZD,NRSPW0130J,,False,19829854,22802060,31,43695994.0,0,5836327,HDFC Bank,054985,2,active,False,0.07747985099148334,2.2035459262584585,INMAA4,6204
Dhawan PLC,TN/MSME/Ee/011181,UDYAM-TN-27-22-0105749,Handloom,Medium,General Products,Dharmapuri,Dharmapuri Taluk,"02/254, Bhandari, Hindupur-358063",Ekavir Nayar,+912641933395,2023-12-20,2024-01-14,33XDICN4840O1ZZ,XDICN4840O,,False,165134563,237172403,185,348755302.0,0,92738107,Punjab National Bank,724761,2,active,False,0.09103151504685301,2.1119461344988086,INMAA4,2709
Bhargava-Bail,TN/MSME/iT/192791,UDYAM-TN-15-21-0700525,Export Oriented Unit,Micro,Software,Virudhunagar,Virudhunagar Taluk,"72/587, Wagle Marg, Farrukhabad-112131",George Sekhon,+919187124249,2016-01-07,2016-04-17,33ELYFR5567Z2ZX,ELYFR5567Z,50829060130,True,879016,1854194,2,1292217.0,1182609,11681,State Bank of India,338437,10,active,False,0.1086746435802076,1.4700722171155018,INMAA4,8542
Morar and Sons,TN/MSME/hq/736002,UDYAM-TN-38-23-0078960,Handicraft,Small,General Products,Perambalur,Perambalur Taluk,"72/35, Gaba Marg, Mau 514062",Amol Dayal,+919667318758,2019-09-30,2019-12-02,33JZCPT9762H1ZT,JZCPT9762H,,False,45858530,94148817,42,40234810.0,0,4362233,City Union Bank,026280,6,struck_off,False,0.09129621681943491,0.8773680708910643,INMAA4,0803
Memon-Muni,TN/MSME/MG/940316,UDYAM-TN-34-21-0275837,Export Oriented Unit,Micro,Gems & Jewellery,Ranipet,Ranipet Taluk,"71/55, Ram Chowk, Phagwara 713784",Ridhi Soman,+914629165288,2012-08-29,2013-02-04,33LOTPC3640Z2ZB,LOTPC3640Z,42775598828,True,627244,1394684,10,1152790.0,833439,70838,Indian Bank,236218,13,active,False,0.06526778846321483,1.8378653283251813,INMAA4,6204
Kamdar-Soni,TN/MSME/Ei/026806,UDYAM-TN-26-21-0764798,Chemical,Micro,Pigments,Tiruppur,Udumalaipettai,"83/94, Rattan Zila, Srikakulam-409398",Karan Hora,3375262149,2020-05-10,2020-07-14,33XGSFO3057H1Z0,XGSFO3057H,59459765958,True,708061,1221071,5,585005.0,170870,106009,Canara Bank,682794,5,dormant,False,0.02583721494343257,0.8262070640806372,INITP6,7204
Dada-Modi,TN/MSME/sY/021292,UDYAM-TN-15-22-0007362,Engineering,Micro,Precision Tools,Thanjavur,Thanjavur Taluk,"H.No. 73, Dubey Road, Ichalkaranji 862489",Vasudha Pradhan,9870927357,2013-03-10,2013-06-17,33JNEFE4928F4Z7,JNEFE4928F,51962749626,True,269930,522129,9,750092.0,163523,219341,Union Bank of India,835101,13,active,False,0.03918525977435869,2.7788389582484347,INMAA4,5201
Rege Kant and Mital,TN/MSME/ws/403593,UDYAM-TN-20-22-0273208,Handicraft,Small,General Products,Virudhunagar,Virudhunagar Taluk,"89/116, Hayer Ganj, Tadepalligudem 198866",Ansh Reddy,04513550386,2017-11-20,2018-01-27,33KPNFK9150L1Z3,KPNFK9150L,84421489310,True,11160890,23075573,34,24768080.0,3543688,6197049,ICICI Bank,783749,8,active,False,0.0034513216701675953,2.219185029150901,INMAA4,2601
Rout-Patel,TN/MSME/cx/578931,UDYAM-TN-19-21-0668159,Handloom,Small,General Products,Namakkal,Namakkal Taluk,"66, Sura Nagar, Anand 429917",Hamsini Shere,+913382118259,2014-12-22,2015-03-13,33KILAJ1521N1Z5,KILAJ1521N,,False,5421990,12882457,26,5374651.0,0,1259812,Axis Bank,878634,11,dormant,False,0.054346180476394744,0.9912690727943061,INMAA4,2709
Narasimhan LLC,TN/MSME/GQ/129104,UDYAM-TN-15-20-0659928,Engineering,Small,Machine Parts,Krishnagiri,Krishnagiri Taluk,"H.No. 441, Bora Ganj, Bhiwani-701849",Henry Mohanty,02849112241,2019-02-09,2019-03-16,33IMSCL3121Y1ZC,IMSCL3121Y,,False,26967161,33820311,29,58895121.0,0,10194299,HDFC Bank,489099,7,active,False,0.03529467762334772,2.183957035744326,INMAA4,2601
Misra-Sethi,TN/MSME/yX/879876,UDYAM-TN-18-23-0597607,Agro-based Industry,Small,General Products,Thanjavur,Thanjavur Taluk,"70, Prashad Marg, Naihati 025988",Alka Chakrabarti,6797659861,2014-01-31,2014-05-20,33MDLAP6935K2ZA,MDLAP6935K,,False,11537457,27287014,17,25415535.0,0,1924524,Punjab National Bank,187817,12,dormant,False,0.0002987529974635694,2.202871481991222,INMAA4,8517
Joshi Group,TN/MSME/vD/847118,UDYAM-TN-29-21-0550166,Leather,Micro,Leather Footwear,Chennai,Perambur,"496, Prabhakar Circle, Kishanganj 113187",Liam Sridhar,00741697073,2020-08-11,2020-09-13,33GCQAM3706H6Z0,GCQAM3706H,12333828643,True,287586,390255,3,734370.0,214426,193558,ICICI Bank,213073,5,active,False,0.02676294184180909,2.5535665852997016,INNSA1,0901
Gill-Chada,TN/MSME/OJ/350951,UDYAM-TN-11-21-0053600,Food Processing,Micro,Rice Mill,Coimbatore,Coimbatore North,"373, Dhar, Bokaro 513817",Tara Dubey,+910535840205,2015-10-27,2015-11-18,33RDNPR5020G6Z8,RDNPR5020G,41231169129,True,2380652,4002959,7,6340073.0,2034206,116811,Federal Bank,748584,10,dormant,False,0.009378176070340177,2.663166645103946,INICJ4,2601
Bir Ltd,TN/MSME/wK/496282,UDYAM-TN-11-22-0890120,Service,Small,General Products,Virudhunagar,Virudhunagar Taluk,"30, Balay Marg, Baranagar-944435",Avni Cherian,01275670776,2025-05-11,2025-09-12,33JQEAL2390S1Z2,JQEAL2390S,35347860195,True,42115534,55802663,19,68895010.0,9660961,11118366,Federal Bank,442109,0,dormant,False,0.04595271078916484,1.6358574487028943,INMAA4,8471
Dube Ltd,TN/MSME/EQ/059360,UDYAM-TN-33-21-0275298,Food Processing,Small,Bakery Products,Sivaganga,Sivaganga Taluk,"H.No. 119, Raval Street, Serampore-480405",Laban Atwal,00435081752,2022-11-15,2023-01-08,33QHIAT0677H4ZX,QHIAT0677H,,False,45234573,72375473,43,62020885.0,0,4010529,Canara Bank,533004,3,active,False,0.09134690288168881,1.3710947376467995,INMAA4,8542
Warrior PLC,TN/MSME/SI/850392,UDYAM-TN-11-20-0196191,Handloom,Micro,General Products,Virudhunagar,Virudhunagar Taluk,"734, Murty Zila, Ambarnath-188042",Anjali Puri,9716537232,2014-03-09,2014-03-16,33JAQAS4256B4ZE,JAQAS4256B,,False,2428206,4118971,10,3203690.0,0,750383,Federal Bank,159194,12,active,False,0.10233438171140347,1.319364996215313,INMAA4,0803
Lata Kara and Solanki,TN/MSME/rt/754926,UDYAM-TN-12-23-0192780,Textile,Medium,Readymade Garments,Tiruchirappalli,Tiruchirappalli Taluk,"H.No. 879, Tank Zila, Navi Mumbai 844823",Harita Sachdev,00221482568,2013-01-27,2013-01-27,33OQDPU1273X6ZR,OQDPU1273X,,False,71710311,131153907,61,186745727.0,0,43690704,Axis Bank,517354,13,struck_off,False,0.05198920563051757,2.604168415892102,INMAA4,3004
Vasa Verma and Dutta,TN/MSME/eh/526967,UDYAM-TN-22-22-0859079,Handloom,Medium,General Products,Chennai,Ambattur,"23/241, Sama Street, Nandyal 170412",Chandani Pandit,6106393636,2015-04-20,2015-09-24,33JUCPP2276K6ZU,JUCPP2276K,,False,64979975,153155279,219,179934891.0,0,40991984,Canara Bank,928804,11,dormant,False,0.06325022634143179,2.769082182626263,INNSA1,6204
Sharaf-Magar,TN/MSME/MB/241303,UDYAM-TN-29-21-0323240,Engineering,Micro,Machine Parts,Krishnagiri,Krishnagiri Taluk,"H.No. 83, Nagi, Hapur 045981",Ayushman Sarin,6573613338,2016-12-26,2017-01-22,33DFWPI7266Z6ZC,DFWPI7266Z,54128129809,True,1523800,1639496,6,1204141.0,370617,339117,Union Bank of India,377391,9,active,False,0.07095570790294106,0.7902224701404383,INMAA4,5201
Ray-Sen,TN/MSME/pi/541935,UDYAM-TN-06-20-0859803,Food Processing,Micro,Pickles,Tirunelveli,Tirunelveli Taluk,"06/145, Oak Ganj, Udupi 279867",Watika Rana,02610711779,2021-07-20,2021-10-15,33GXBAV5315A1ZD,GXBAV5315A,53273258459,True,2021320,2159457,7,2273206.0,664420,105009,Punjab National Bank,743005,4,active,False,0.04740473156532517,1.1246146082757802,INMAA4,7204
Mitra-Vohra,TN/MSME/Vr/919432,UDYAM-TN-25-22-0525299,Textile,Micro,Hosiery,Dharmapuri,Dharmapuri Taluk,"H.No. 01, Mani Zila, Davanagere 152129",Qadim Dhingra,3644115925,2012-12-28,2013-02-24,33YWJCO3315R4ZY,YWJCO3315R,,False,1914965,3284988,6,1074630.0,0,54098,Union Bank of India,937645,13,active,False,0.1312188539354633,0.5611747473191416,INMAA4,3004
Wali Karan and Iyer,TN/MSME/SG/344795,UDYAM-TN-20-22-0036938,Export Oriented Unit,Micro,Garments,Kancheepuram,Kancheepuram Taluk,"01/601, Wable Zila, Kumbakonam 393150",Sudiksha Aurora,03472169650,2021-11-12,2022-04-03,33JKGFH2451I4ZS,JKGFH2451I,63897469913,True,837158,1103384,8,431247.0,382253,25334,City Union Bank,299952,4,active,False,0.09050365639051001,0.5151321494867158,INMAA4,7108
Comar-Golla,TN/MSME/dY/891308,UDYAM-TN-30-23-0753718,Food Processing,Micro,Rice Mill,Tiruchirappalli,Tiruchirappalli Taluk,"70/77, Kari, Srikakulam-865050",Ekavir Samra,6022983203,2020-02-06,2020-07-13,33NLWCU6321Q1ZM,NLWCU6321Q,24272358627,True,605942,1078397,3,740477.0,210887,191210,Axis Bank,984700,6,active,False,0.056614224361054455,1.2220262005274432,INMAA4,0803
Brahmbhatt and Sons,TN/MSME/ML/000426,UDYAM-TN-25-21-0750078,Export Oriented Unit,Micro,Software,Namakkal,Namakkal Taluk,"H.No. 233, Salvi, Jabalpur 500687",Gabriel Yogi,02963786912,2017-02-23,2017-07-14,33WNPPO0265I6ZQ,WNPPO0265I,92848011398,True,1207335,1354923,10,1223917.0,1006736,232000,HDFC Bank,765194,9,active,False,0.1383775307161111,1.013734381923824,INMAA4,6403
Bedi Inc,TN/MSME/sE/218976,UDYAM-TN-27-20-0388508,Engineering,Medium,Castings,Kancheepuram,Kancheepuram Taluk,"76, Raval Circle, Kochi-252656",Yashasvi Dar,9557065043,2019-04-21,2019-08-24,33OEUPN6106S1ZB,OEUPN6106S,,False,134930294,199404413,100,291197006.0,0,73896658,Canara Bank,584062,6,active,False,0.02099125039579141,2.158129189283468,INMAA4,6403
Sama Sibal and Saha,TN/MSME/PV/283672,UDYAM-TN-16-22-0609770,Textile,Micro,Knitted Fabric,Krishnagiri,Krishnagiri Taluk,"87/191, Rajan Path, Mahbubnagar 785887",Maanav Kale,+912898896129,2021-01-24,2021-05-02,33OJWAD6400Q2Z2,OJWAD6400Q,,False,1953148,4644827,2,4791521.0,0,156845,City Union Bank,341961,5,active,False,0.11473852441858785,2.453229862765136,INMAA4,2709
Goda Chada and Sood,TN/MSME/vW/089469,UDYAM-TN-09-23-0210934,Export Oriented Unit,Small,Leather Goods,Thanjavur,Thanjavur Taluk,"437, Bhakta Ganj, Raiganj 573241",Timothy Ranganathan,3821734661,2012-12-02,2013-01-15,33ZEJPP0131W6ZR,ZEJPP0131W,31929318401,True,49008888,100529534,24,65297321.0,59984750,3013965,Punjab National Bank,450888,13,active,False,0.03846530202844941,1.3323567145616526,INMAA4,8542
Suresh Gara and Jaggi,TN/MSME/Yz/716626,UDYAM-TN-12-23-0039563,Food Processing,Micro,Rice Mill,Coimbatore,Coimbatore South,"16, Sur Marg, Warangal-835397",Ranbir Bava,05996180879,2023-09-03,2024-01-19,33UWKPJ2260U6ZN,UWKPJ2260U,38026549469,True,1695258,2078592,6,2534747.0,309621,273742,Union Bank of India,374428,2,active,False,0.013221302556601021,1.4951983709854193,INICJ4,6403
Bhatia Virk and Kalita,TN/MSME/Cl/903491,UDYAM-TN-17-20-0934892,Trading,Micro,Agricultural Produce,Vellore,Vellore Taluk,"H.No. 14, Hegde, Faridabad 617642",Vihaan Patil,+911860510568,2014-01-20,2014-02-11,33XJGAX7333U2ZP,XJGAX7333U,62357043054,True,930435,2050817,6,1133513.0,273374,304887,Canara Bank,301818,12,active,False,0.06084094594590711,1.218261350873516,INMAA4,6110
Nair PLC,TN/MSME/xt/584197,UDYAM-TN-24-20-0551358,Leather,Micro,Finished Leather,Tiruchirappalli,Tiruchirappalli Taluk,"H.No. 766, Rege Chowk, Davanagere-014001",Balendra Kuruvilla,04237633690,2013-09-02,2013-09-10,33MVECI0474Z2ZO,MVECI0474Z,,False,1633315,3520130,6,2457506.0,0,410313,ICICI Bank,850519,12,dormant,False,0.09187864016424468,1.5046123987105977,INMAA4,2601
Vohra Saxena and Dani,TN/MSME/YF/614786,UDYAM-TN-01-22-0264104,Food Processing,Micro,Pickles,Namakkal,Namakkal Taluk,"21/697, Venkataraman Road, Gwalior 777746",Mohini Lal,7322096559,2017-11-06,2017-12-13,33WSMPG8890T2ZZ,WSMPG8890T,,False,277599,467456,1,539933.0,0,147243,Punjab National Bank,713183,8,active,False,0.06824711725932157,1.9450106088278416,INMAA4,7108
Buch LLC,TN/MSME/SH/214226,UDYAM-TN-05-20-0909539,Engineering,Micro,Forgings,Chennai,Sholinganallur,"13/747, Khanna Ganj, Tirupati 673292",Shravya Buch,+917283147294,2014-06-05,2014-11-08,33QIYPS4771G2ZS,QIYPS4771G,16098207257,True,1455772,3317507,5,1602190.0,189663,225587,Bank of Baroda,504241,11,active,False,0.11084823181600556,1.1005775629700256,INNSA1,8517
Nair and Sons,TN/MSME/ls/176975,UDYAM-TN-09-21-0273939,Textile,Micro,Knitted Fabric,Sivaganga,Sivaganga Taluk,"61/100, Natt Nagar, Deoghar 463026",Ekansh Saha,6357833101,2024-07-18,2024-12-23,33ZDBFE5182R6ZH,ZDBFE5182R,35593865707,True,481307,688685,3,1005950.0,381222,6747,Punjab National Bank,741784,1,active,False,0.019725144774464142,2.0900381669080232,INMAA4,0803
Wadhwa Shan and Deo,TN/MSME/Uq/273000,UDYAM-TN-32-23-0192722,Manufacturing,Micro,Auto Parts,Coimbatore,Coimbatore North,"35/825, Sundaram, Satara 954470",Ekbal Chaudhari,02877716840,2023-01-30,2023-02-24,33ORGCH3685W2ZV,ORGCH3685W,55989714850,True,1977329,2792373,3,3975252.0,1558112,876844,Indian Bank,252870,3,active,False,0.04288150599897418,2.010415059911628,INICJ4,8542
